"","scenario","type","group","method","impact_Median","impact_StandardDeviation","impact_Mean","impact_FirstQuartile","impact_ThirdQuartile","impact_InterquartileRange","impact_Minimum","impact_Maximum","impact_Range","occurrence_Median","occurrence_StandardDeviation","occurrence_Mean","occurrence_FirstQuartile","occurrence_ThirdQuartile","occurrence_InterquartileRange","occurrence_Minimum","occurrence_Maximum","occurrence_Range"
"625","281","Risiko","core team","graphic center to grid",50,24.55,52.14,30,70,40,10,90,80,50,25.56,43.57,25,50,25,10,90,80
"626","281","Risiko","core team","graphic center",53.88,21.85,51.25,34.81,65.22,30.41,13.62,87.5,73.88,41.56,23.29,42.93,24.22,56.94,32.72,12,92,80
"627","281","Risiko","core team","graphic grid reached",50,22.89,51.64,30,70,40,10,90,80,50,23.09,43.33,30,50,20,10,90,80
"628","281","Risiko","core team","graphic areas",55,22.29,52.87,37.25,68,30.75,3.75,99,95.25,42.75,25.05,45.49,25,64.25,39.25,0.75,99.75,99
"629","281","Risiko","core team","weighted",55,22.32,52.3,36.5,67,30.5,3.75,99,95.25,42.5,24.68,44.94,24.75,62.75,38,0.75,99.75,99
"630","281","Risiko","core team","pooling ",42.38,0.41,42.38,42.1,42.66,0.55,41.15,43.61,2.46,33.03,0.23,33.03,32.87,33.18,0.31,32.33,33.73,1.4
"631","282","Risiko","core team","classic",50,18.45,56.67,50,70,20,10,90,80,50,23.77,50.67,30,70,40,10,90,80
"632","282","Risiko","core team","graphic center to grid",60,21.5,60,50,70,20,10,90,80,50,22.58,50.67,35,65,30,10,90,80
"633","282","Risiko","core team","graphic center",60.81,19.59,60.62,50.28,77.66,27.38,19.75,89.88,70.12,49.06,22.54,51,38.22,61.66,23.44,10.5,91.5,81
"634","282","Risiko","core team","graphic grid reached",70,24.28,57.88,35,70,35,10,90,80,50,23.49,49.61,30,70,40,10,90,80
"635","282","Risiko","core team","graphic areas",60,21.73,58.39,41.75,76.25,34.5,6,99.25,93.25,47.5,22.08,46.83,31.38,60.25,28.88,0,95.25,95.25
"636","282","Risiko","core team","weighted",61.75,21.8,59.18,42.75,77,34.25,6,99.25,93.25,48.5,22.26,48.3,33.25,61.75,28.5,0,95.25,95.25
"637","282","Risiko","core team","pooling ",61.58,0.46,61.58,61.28,61.89,0.62,60.21,62.96,2.75,54.73,0.29,54.73,54.54,54.93,0.39,53.88,55.59,1.71
"638","283","Risiko","core team","classic",70,18,60,50,70,20,10,90,80,70,17.21,60.67,50,70,20,10,90,80
"639","283","Risiko","core team","graphic center to grid",50,19.7,58.97,50,70,20,10,90,80,50,21.96,49.33,30,65,35,10,90,80
"640","283","Risiko","core team","graphic center",55.88,17.63,58.74,49.34,69.06,19.72,18.75,95.5,76.75,48.12,20.96,50.18,36.03,60.12,24.09,11,93.75,82.75
"641","283","Risiko","core team","graphic grid reached",50,22.78,56.36,50,70,20,10,90,80,50,21.01,49.59,30,70,40,10,90,80
"642","283","Risiko","core team","graphic areas",58.5,21.49,58.14,43,74.25,31.25,2.75,100,97.25,49,20.5,49.66,36.75,62,25.25,2.25,98.25,96
"643","283","Risiko","core team","weighted",59.75,19.29,60.04,45.75,74,28.25,2.75,100,97.25,48.5,20.53,49.23,36.25,61.25,25,2.25,98.25,96
"644","283","Risiko","core team","pooling ",54.16,0.41,54.16,53.88,54.43,0.55,52.93,55.38,2.45,62.68,0.25,62.68,62.51,62.85,0.34,61.92,63.44,1.52
"645","284","Risiko","core team","classic",50,18.19,58.97,50,70,20,30,90,60,50,22.89,52.07,30,70,40,10,90,80
"646","284","Risiko","core team","graphic center to grid",50,19.2,55.52,50,70,20,10,90,80,50,27.72,44.48,30,70,40,10,90,80
"647","284","Risiko","core team","graphic center",56,17.6,56.2,44.62,69.38,24.75,16.5,93.5,77,44.88,25.81,44.07,21.38,62.38,41,12,94.5,82.5
"648","284","Risiko","core team","graphic grid reached",50,22.88,54.41,30,70,40,10,90,80,50,25.65,43.58,30,70,40,10,90,80
"649","284","Risiko","core team","graphic areas",57,21.53,56.28,40.5,72.25,31.75,2.5,99.25,96.75,41.75,26.24,44.27,20.25,67,46.75,0,98.25,98.25
"650","284","Risiko","core team","weighted",56.75,20.21,56.42,41.75,71,29.25,2.5,99.25,96.75,41.75,26.1,44.14,20,65.75,45.75,0,98.25,98.25
"651","284","Risiko","core team","pooling ",58.51,0.5,58.51,58.17,58.85,0.68,57.01,60.02,3.01,49.61,0.31,49.61,49.4,49.82,0.42,48.67,50.54,1.87
"652","285","Risiko","core team","classic",50,16.95,61.61,50,70,20,30,90,60,70,18.43,67.42,70,70,0,10,90,80
"653","285","Risiko","core team","graphic center to grid",50,22.38,61.61,50,90,40,30,90,60,70,24.59,57.74,50,70,20,10,90,80
"654","285","Risiko","core team","graphic center",57.25,20.29,60.93,46.88,81.62,34.75,20.75,90.88,70.12,62.25,23.54,58.85,48.69,75.56,26.88,5.12,96,90.88
"655","285","Risiko","core team","graphic grid reached",50,24.38,57.4,50,70,20,10,90,80,70,22.94,59.6,50,70,20,10,90,80
"656","285","Risiko","core team","graphic areas",56.75,23.78,56.07,37.75,76.62,38.88,0.75,100,99.25,61.5,22.68,57.82,46.5,73.75,27.25,1,98.5,97.5
"657","285","Risiko","core team","weighted",59,22.39,58.86,41.5,79.25,37.75,0.75,100,99.25,61.75,22.89,58,46.5,74.25,27.75,1,98.5,97.5
"658","285","Risiko","core team","pooling ",71.62,0.4,71.62,71.35,71.89,0.54,70.42,72.82,2.4,65.23,0.27,65.23,65.05,65.41,0.37,64.41,66.05,1.64
"659","286","Risiko","core team","classic",50,18.87,46.8,30,50,20,10,70,60,70,18.69,70.8,70,90,20,10,90,80
"660","286","Risiko","core team","graphic center to grid",50,23.58,46.8,30,50,20,10,90,80,70,26.78,64.4,50,90,40,10,90,80
"661","286","Risiko","core team","graphic center",44.5,22.92,47.84,33.38,58.25,24.88,11.88,91.25,79.38,70.12,24.89,64.28,46.62,84.75,38.12,11.88,97.25,85.38
"662","286","Risiko","core team","graphic grid reached",50,24.38,48.8,30,70,40,10,90,80,70,23.16,63.81,50,90,40,10,90,80
"663","286","Risiko","core team","graphic areas",45,23.75,46.52,29.75,61.31,31.56,0,99.25,99.25,68.12,21.68,65.24,50.06,83.75,33.69,7.75,100,92.25
"664","286","Risiko","core team","weighted",45,22.92,46.86,31.25,60.75,29.5,0,99.25,99.25,68.75,22.38,65.13,49.5,84.25,34.75,7.75,100,92.25
"665","286","Risiko","core team","pooling ",39.84,0.4,39.84,39.57,40.11,0.54,38.64,41.04,2.41,70.06,0.27,70.06,69.88,70.24,0.36,69.25,70.87,1.62
"666","287","Chance","core team","classic",70,17.01,73.2,70,90,20,30,90,60,70,13.32,72.4,70,90,20,50,90,40
"667","287","Chance","core team","graphic center to grid",90,20.82,74,50,90,40,30,90,60,50,23.86,61.2,50,90,40,10,90,80
"668","287","Chance","core team","graphic center",81.12,19.72,72.02,54.12,86.38,32.25,25.62,91,65.38,58.88,23.87,60.09,44.38,85.38,41,14.25,90.88,76.62
"669","287","Chance","core team","graphic grid reached",70,24.69,65,50,90,40,10,90,80,50,25.89,56.04,30,70,40,10,90,80
"670","287","Chance","core team","graphic areas",75.12,23.75,67.03,49,86.25,37.25,4.75,100,95.25,54.5,25.67,55.22,36.25,79,42.75,0,100,100
"671","287","Chance","core team","weighted",78.75,22.14,70.75,54.75,87.5,32.75,4.75,100,95.25,55.75,23.88,57.9,40.25,81.5,41.25,0,100,100
"672","287","Chance","core team","pooling ",78.25,0.55,78.25,77.88,78.62,0.74,76.61,79.89,3.28,77.31,0.38,77.31,77.05,77.57,0.52,76.16,78.46,2.3
"673","288","Chance","core team","classic",70,21.6,58,50,70,20,10,90,80,50,17.44,59.6,50,70,20,30,90,60
"674","288","Chance","core team","graphic center to grid",70,24.58,60.4,50,70,20,10,90,80,50,24.98,56.4,30,70,40,10,90,80
"675","288","Chance","core team","graphic center",60.5,21.41,58.56,48.25,70.25,22,14,89.25,75.25,56.62,25.01,56.56,39.5,75.25,35.75,13.38,90.88,77.5
"676","288","Chance","core team","graphic grid reached",50,23,55.66,50,70,20,10,90,80,50,25.86,52.61,30,70,40,10,90,80
"677","288","Chance","core team","graphic areas",57,22.93,54.71,38.75,70.75,32,2.5,100,97.5,53.25,23.91,52.24,32.88,71.25,38.38,3,95,92
"678","288","Chance","core team","weighted",58.5,22.91,55.29,40.25,71.25,31,2.5,100,97.5,53.5,24.06,52.71,33.5,72,38.5,3,95,92
"679","288","Chance","core team","pooling ",69.79,0.45,69.79,69.49,70.1,0.61,68.44,71.15,2.71,74.95,0.36,74.95,74.7,75.19,0.49,73.86,76.04,2.18
"680","289","Risiko","core team","classic",70,20.03,66.3,50,90,40,30,90,60,50,24.13,48.52,30,60,30,10,90,80
"681","289","Risiko","core team","graphic center to grid",70,23.53,63.33,50,90,40,10,90,80,30,26.69,37.41,10,50,40,10,90,80
"682","289","Risiko","core team","graphic center",73.12,23.24,64.23,46,86.44,40.44,15.38,94.88,79.5,32.12,26.25,38.84,17.06,54.25,37.19,7.12,94.88,87.75
"683","289","Risiko","core team","graphic grid reached",70,25.11,60,45,90,45,10,90,80,30,25.76,40.42,10,55,45,10,90,80
"684","289","Risiko","core team","graphic areas",59.5,25.11,58.42,38.75,80.25,41.5,1.75,100,98.25,39.75,24.71,40.82,19,57,38,1,98.25,97.25
"685","289","Risiko","core team","weighted",64.75,25.2,61.07,41,83,42,1.75,100,98.25,36.5,24.9,39.52,18,55.75,37.75,1,98.25,97.25
"686","289","Risiko","core team","pooling ",78.78,0.44,78.78,78.48,79.08,0.6,77.45,80.11,2.67,39.99,0.36,39.99,39.75,40.23,0.48,38.91,41.06,2.15
"687","290","Chance","core team","classic",70,21.35,64.07,50,80,30,10,90,80,70,19.6,69.26,50,90,40,10,90,80
"688","290","Chance","core team","graphic center to grid",70,24.81,63.33,50,90,40,10,90,80,70,31.54,58.89,30,90,60,10,90,80
"689","290","Chance","core team","graphic center",68.25,24.4,62.88,45.44,85.31,39.88,9,91.62,82.62,60,30.34,57.78,33.12,85.69,52.56,6.38,96.12,89.75
"690","290","Chance","core team","graphic grid reached",70,24.12,60.59,50,80,30,10,90,80,70,27.42,56.25,30,70,40,10,90,80
"691","290","Chance","core team","graphic areas",58.25,24.43,59.62,40.5,82.75,42.25,2,99.5,97.5,58.12,28.9,55.78,32.5,83,50.5,1.5,100,98.5
"692","290","Chance","core team","weighted",60.25,24.65,60.74,41.5,83.75,42.25,2,99.5,97.5,60.5,28.99,57.03,33.5,83.75,50.25,1.5,100,98.5
"693","290","Chance","core team","pooling ",71.14,0.5,71.14,70.8,71.47,0.67,69.65,72.63,2.98,69.02,0.36,69.02,68.78,69.26,0.48,67.95,70.09,2.14
"694","291","Chance","core team","classic",70,22.24,64.67,50,90,40,30,90,60,70,19.05,64,50,70,20,30,90,60
"695","291","Chance","core team","graphic center to grid",70,26.09,61.33,50,90,40,10,90,80,50,25.92,52,30,70,40,10,90,80
"696","291","Chance","core team","graphic center",70.94,23.73,62.52,49.19,81.69,32.5,12.88,90.62,77.75,56.25,24.88,53.15,32.47,69.81,37.34,12,95.25,83.25
"697","291","Chance","core team","graphic grid reached",70,24.94,61.7,50,90,40,10,90,80,50,25.1,54.68,30,70,40,10,90,80
"698","291","Chance","core team","graphic areas",64.25,23.95,59.81,43.5,80,36.5,5.75,100,94.25,52.75,25.51,50,27.69,70.5,42.81,0.75,98,97.25
"699","291","Chance","core team","weighted",65.5,24.13,60.51,44.25,80.75,36.5,5.75,100,94.25,52.75,25.43,49.9,27.75,70.5,42.75,0.75,98,97.25
"700","291","Chance","core team","pooling ",75.97,0.36,75.97,75.73,76.22,0.49,74.88,77.06,2.18,57.22,0.28,57.22,57.04,57.41,0.37,56.4,58.05,1.66
"701","292","Chance","core team","classic",70,19.89,65.71,50,90,40,30,90,60,70,16.97,67.14,50,70,20,30,90,60
"702","292","Chance","core team","graphic center to grid",70,15.28,75.19,70,90,20,50,90,40,50,26.86,54.29,30,70,40,10,90,80
"703","292","Chance","core team","graphic center",75.25,17.75,71.62,65.38,85.34,19.97,19.88,94.88,75,54.62,26.43,55.17,34.69,76.62,41.94,5.12,97.38,92.25
"704","292","Chance","core team","graphic grid reached",70,21.67,67.24,50,90,40,10,90,80,50,25.94,55,30,70,40,10,90,80
"705","292","Chance","core team","graphic areas",70.25,22.88,65.2,51.75,83.25,31.5,0.75,100,99.25,57.25,26.57,54.42,32.75,77.38,44.62,0.25,100,99.75
"706","292","Chance","core team","weighted",74.25,20.65,69.21,58.5,84.75,26.25,0.75,100,99.25,59.25,26.29,55.76,34.5,78.75,44.25,0.25,100,99.75
"707","292","Chance","core team","pooling ",80.16,0.53,80.16,79.8,80.52,0.71,78.57,81.75,3.17,57.41,0.36,57.41,57.17,57.65,0.48,56.34,58.48,2.14
"708","293","Chance","core team","classic",70,18.9,61.3,50,70,20,30,90,60,70,19.68,66.52,60,70,10,10,90,80
"709","293","Chance","core team","graphic center to grid",70,18.73,66.52,50,80,30,30,90,60,70,25.55,65.65,50,90,40,10,90,80
"710","293","Chance","core team","graphic center",67.88,15.97,65.62,50.5,79.94,29.44,38.75,91.38,52.62,77.12,23.56,67.02,53,86.31,33.31,12.75,97,84.25
"711","293","Chance","core team","graphic grid reached",70,20.23,63.06,50,70,20,10,90,80,70,22.53,66.22,50,90,40,10,90,80
"712","293","Chance","core team","graphic areas",61,18.35,61.37,47.75,76.75,29,18.75,97,78.25,62.25,24.98,63.09,49,85,36,1,100,99
"713","293","Chance","core team","weighted",63.75,18.02,62.8,49.5,77.75,28.25,18.75,97,78.25,63.25,24.46,64.1,49.5,85.5,36,1,100,99
"714","293","Chance","core team","pooling ",68.95,0.35,68.95,68.71,69.19,0.48,67.89,70.02,2.13,76.13,0.43,76.13,75.84,76.42,0.58,74.84,77.43,2.59
"715","294","Chance","core team","classic",70,25.19,65,50,90,40,10,90,80,90,18.16,75.83,70,90,20,30,90,60
"716","294","Chance","core team","graphic center to grid",70,23.03,65,50,90,40,10,90,80,70,29.48,60.83,50,90,40,10,90,80
"717","294","Chance","core team","graphic center",66.88,21.63,65.57,51.78,82.16,30.38,15.75,96.88,81.12,68.38,27.04,60.51,49.81,84.44,34.62,13.75,91.88,78.12
"718","294","Chance","core team","graphic grid reached",70,23.46,63.02,50,80,30,10,90,80,70,27.82,56.67,30,70,40,10,90,80
"719","294","Chance","core team","graphic areas",64,24.66,59.65,45.75,78.75,33,1.75,100,98.25,63.5,28.1,58.04,35.12,83.75,48.62,4.25,100,95.75
"720","294","Chance","core team","weighted",67,23.39,63.3,51.5,81,29.5,1.75,100,98.25,67.25,28.08,59.84,41.5,84.75,43.25,4.25,100,95.75
"721","294","Chance","core team","pooling ",70.15,0.38,70.15,69.89,70.41,0.52,69,71.3,2.29,63.56,0.37,63.56,63.31,63.81,0.5,62.45,64.68,2.23
"722","295","Risiko","core team","classic",70,14.31,62.26,50,70,20,30,90,60,70,12.75,66.77,70,70,0,30,90,60
"723","295","Risiko","core team","graphic center to grid",70,19.45,64.19,50,70,20,10,90,80,70,20.9,63.55,50,80,30,10,90,80
"724","295","Risiko","core team","graphic center",67.5,17.08,64.94,53.75,76.94,23.19,19.25,91.62,72.38,67,19.69,64.41,50.5,80.31,29.81,12.88,96.75,83.88
"725","295","Risiko","core team","graphic grid reached",70,22.43,62.12,50,70,20,10,90,80,70,20.33,64.9,50,80,30,10,90,80
"726","295","Risiko","core team","graphic areas",64,20.73,61.42,48.25,76.5,28.25,1,100,99,62.75,18.83,62.53,48.5,78.5,30,7.75,98.5,90.75
"727","295","Risiko","core team","weighted",66.25,18.99,63.95,52,77.5,25.5,1,100,99,63.5,18.96,62.83,48.75,78.75,30,7.75,98.5,90.75
"728","295","Risiko","core team","pooling ",72.12,0.47,72.12,71.81,72.44,0.63,70.71,73.53,2.82,69.4,0.29,69.4,69.21,69.59,0.39,68.55,70.26,1.71
"729","296","Risiko","core team","classic",50,21.41,55.81,50,70,20,10,90,80,70,20.51,58.39,50,70,20,10,90,80
"730","296","Risiko","core team","graphic center to grid",70,20.28,66.13,50,90,40,30,90,60,50,29.43,50.65,20,70,50,10,90,80
"731","296","Risiko","core team","graphic center",63.88,18.63,65.37,50.81,83.81,33,33.5,97.12,63.62,53.75,26.76,51.76,28.12,70.31,42.19,9.5,93.38,83.88
"732","296","Risiko","core team","graphic grid reached",70,21.8,61.34,50,70,20,10,90,80,50,26.06,52.14,30,70,40,10,90,80
"733","296","Risiko","core team","graphic areas",59.75,22.01,60.25,45.25,79,33.75,2.25,100,97.75,51.75,26.09,48.64,22.19,67.5,45.31,0,97.25,97.25
"734","296","Risiko","core team","weighted",62.25,20.03,63.51,48.75,80.75,32,2.25,100,97.75,52.75,26.88,49.28,20.75,69.5,48.75,0,97.25,97.25
"735","296","Risiko","core team","pooling ",75.85,0.42,75.85,75.56,76.13,0.57,74.57,77.12,2.54,57.98,0.3,57.98,57.77,58.18,0.41,57.07,58.89,1.82
"736","297","Chance","core team","classic",70,17.83,67.78,50,90,40,30,90,60,70,16.15,69.26,60,80,20,30,90,60
"737","297","Chance","core team","graphic center to grid",70,23.09,65.56,50,90,40,10,90,80,70,29.55,59.63,40,90,50,10,90,80
"738","297","Chance","core team","graphic center",65,22.39,63.72,46.94,83.06,36.12,10.5,99,88.5,67.75,27.76,59.66,41.38,84.69,43.31,6.5,91.75,85.25
"739","297","Chance","core team","graphic grid reached",70,23.28,61.58,50,70,20,10,90,80,70,27.1,58,30,90,60,10,90,80
"740","297","Chance","core team","graphic areas",63.5,21.31,62.13,46.25,80.75,34.5,5,100,95,56.5,26.01,56.59,38.31,80.75,42.44,1.5,98.25,96.75
"741","297","Chance","core team","weighted",64.75,21.72,62.59,46.25,81.5,35.25,5,100,95,60.75,26.03,58.21,40.75,82.25,41.5,1.5,98.25,96.75
"742","297","Chance","core team","pooling ",86.67,0.3,86.67,86.47,86.86,0.4,85.78,87.55,1.77,73.16,0.35,73.16,72.92,73.4,0.48,72.1,74.22,2.13
"743","298","Risiko","core team","classic",40,16.23,40.77,30,50,20,10,70,60,40,21.3,38.46,30,50,20,10,90,80
"744","298","Risiko","core team","graphic center to grid",50,28.67,46.92,15,70,55,10,90,80,10,24.22,27.69,10,45,35,10,90,80
"745","298","Risiko","core team","graphic center",49.88,26.78,48.75,21.38,74.94,53.56,12.25,93.62,81.38,18.81,22.79,29.35,15.03,40.94,25.91,7.88,94.75,86.88
"746","298","Risiko","core team","graphic grid reached",50,27.03,49.62,30,70,40,10,90,80,30,21.22,29,10,30,20,10,90,80
"747","298","Risiko","core team","graphic areas",48.75,25.43,49.54,26.75,70.62,43.88,3.75,98.75,95,21.5,22.99,30.13,14,42.25,28.25,1.75,98.5,96.75
"748","298","Risiko","core team","weighted",48.25,25.65,49.09,25,71.5,46.5,3.75,98.75,95,21.25,22.82,29.84,14,42,28,1.75,98.5,96.75
"749","298","Risiko","core team","pooling ",54.64,0.37,54.64,54.39,54.89,0.5,53.53,55.75,2.22,31.84,0.29,31.84,31.64,32.03,0.39,30.97,32.7,1.73
"750","299","Risiko","core team","classic",50,19.79,57.14,50,70,20,10,90,80,50,22.35,44.29,30,50,20,10,90,80
"751","299","Risiko","core team","graphic center to grid",70,20.41,66.43,50,90,40,10,90,80,40,27.45,41.43,10,50,40,10,90,80
"752","299","Risiko","core team","graphic center",66.56,19.4,65.87,51.94,80.97,29.03,19.38,96.62,77.25,39.25,26.69,42.44,17,55.91,38.91,4.88,95.38,90.5
"753","299","Risiko","core team","graphic grid reached",70,22.6,62.2,50,80,30,10,90,80,30,25.51,42.77,30,60,30,10,90,80
"754","299","Risiko","core team","graphic areas",62.25,22.67,61.06,45.75,80.5,34.75,0.75,100,99.25,38.5,26.24,41.61,18.75,58.44,39.69,0,98,98
"755","299","Risiko","core team","weighted",65.25,20.83,64.02,49,81.75,32.75,0.75,100,99.25,38.25,26.23,41.6,18.75,58.25,39.5,0,98,98
"756","299","Risiko","core team","pooling ",70.99,0.41,70.99,70.71,71.26,0.55,69.77,72.2,2.43,45.06,0.31,45.06,44.85,45.27,0.42,44.13,45.99,1.86
"757","300","Risiko","core team","classic",70,13.34,62.26,50,70,20,30,90,60,50,20.06,53.23,40,70,30,10,90,80
"758","300","Risiko","core team","graphic center to grid",70,20.47,65.48,50,90,40,30,90,60,50,23.72,46.77,30,60,30,10,90,80
"759","300","Risiko","core team","graphic center",71.75,20.09,66.19,50.56,83.06,32.5,25.5,96.75,71.25,47.88,22.87,46.43,26,60.06,34.06,13.62,94.75,81.12
"760","300","Risiko","core team","graphic grid reached",70,24.06,60.48,50,70,20,10,90,80,50,23.8,46.4,30,70,40,10,90,80
"761","300","Risiko","core team","graphic areas",64,23.34,60.13,43.75,78,34.25,0.25,99.75,99.5,50,22.68,49.58,30.25,66.5,36.25,7.75,99,91.25
"762","300","Risiko","core team","weighted",68,21.26,64.07,48.5,80,31.5,0.25,99.75,99.5,49,22.6,48.51,28.5,65.25,36.75,7.75,99,91.25
"763","300","Risiko","core team","pooling ",79.12,0.41,79.12,78.84,79.4,0.56,77.88,80.37,2.49,46.08,0.26,46.08,45.91,46.26,0.35,45.3,46.87,1.57
"764","301","Risiko","core team","classic",70,17.21,59.33,50,70,20,10,90,80,50,23.33,47.33,30,70,40,10,90,80
"765","301","Risiko","core team","graphic center to grid",70,20.57,63.33,50,85,35,30,90,60,50,25.41,46,30,65,35,10,90,80
"766","301","Risiko","core team","graphic center",62.81,17.74,63.83,49.78,81.12,31.34,36.5,92.38,55.88,44.12,24.83,46.08,26.12,61.28,35.16,8.88,96.88,88
"767","301","Risiko","core team","graphic grid reached",70,22.92,59.25,50,70,20,10,90,80,50,24.61,45.85,30,70,40,10,90,80
"768","301","Risiko","core team","graphic areas",61.5,21.41,61,44.75,78.75,34,0.5,100,99.5,43,24.27,44.6,24.25,59.75,35.5,2.25,98.75,96.5
"769","301","Risiko","core team","weighted",63.5,19.77,63.34,47,80.25,33.25,0.5,100,99.5,43.25,24.21,44.76,24.5,59.75,35.25,2.25,98.75,96.5
"770","301","Risiko","core team","pooling ",67.13,0.47,67.13,66.81,67.45,0.64,65.72,68.55,2.83,54.14,0.29,54.14,53.95,54.34,0.39,53.28,55.01,1.73
"771","302","Risiko","core team","classic",70,19.73,59.66,50,70,20,10,90,80,50,20.89,43.1,30,50,20,10,70,60
"772","302","Risiko","core team","graphic center to grid",70,22.85,63.1,50,90,40,10,90,80,30,27.92,36.9,10,50,40,10,90,80
"773","302","Risiko","core team","graphic center",65.62,22.01,61.99,49.75,82.25,32.5,9.12,92.25,83.12,34.38,26.76,38.34,16.12,54.12,38,5.12,95.25,90.12
"774","302","Risiko","core team","graphic grid reached",70,22.79,61.67,50,75,25,10,90,80,30,25.4,41.25,25,55,30,10,90,80
"775","302","Risiko","core team","graphic areas",65,23.29,62.26,48.75,81,32.25,1.75,99.5,97.75,39.75,27.4,41.08,16,59.25,43.25,0.5,99,98.5
"776","302","Risiko","core team","weighted",66.5,22.65,63.71,50.5,82,31.5,1.75,99.5,97.75,38.5,27.69,40.7,15.25,59,43.75,0.5,99,98.5
"777","302","Risiko","core team","pooling ",57.83,0.41,57.83,57.55,58.1,0.55,56.61,59.05,2.44,41.55,0.28,41.55,41.36,41.74,0.38,40.71,42.4,1.69
"778","303","Risiko","core team","classic",70,15.79,68.06,50,70,20,30,90,60,50,22.36,52.58,30,70,40,10,90,80
"779","303","Risiko","core team","graphic center to grid",70,17.08,71.29,60,90,30,30,90,60,50,29.55,52.58,30,80,50,10,90,80
"780","303","Risiko","core team","graphic center",71.5,16.44,71.5,58.69,87.12,28.44,37.88,96.38,58.5,52.38,27.98,52.34,27.75,78.75,51,11.38,96.88,85.5
"781","303","Risiko","core team","graphic grid reached",70,20.58,67.23,50,90,40,10,90,80,50,26.81,53.4,30,70,40,10,90,80
"782","303","Risiko","core team","graphic areas",68.5,20.73,66.12,51.75,82.75,31,0.5,100,99.5,56.25,26.48,55.8,33.75,80,46.25,5,99.75,94.75
"783","303","Risiko","core team","weighted",71.75,18.32,69.56,55.75,84.5,28.75,0.5,100,99.5,55.25,26.69,54.9,32.25,79.5,47.25,5,99.75,94.75
"784","303","Risiko","core team","pooling ",82.66,0.4,82.66,82.39,82.93,0.54,81.46,83.86,2.4,55.98,0.34,55.98,55.75,56.21,0.45,54.97,56.99,2.01
"785","304","Risiko","core team","classic",50,18.56,57.33,50,70,20,10,90,80,70,21.06,66.67,70,70,0,10,90,80
"786","304","Risiko","core team","graphic center to grid",50,20.84,60,50,70,20,10,90,80,60,25.45,57.33,50,70,20,10,90,80
"787","304","Risiko","core team","graphic center",54.06,19.81,59.28,49.38,77.34,27.97,9.25,87.75,78.5,61.19,25.82,56.07,44.75,75.38,30.62,4.38,88.88,84.5
"788","304","Risiko","core team","graphic grid reached",70,20.71,59.35,50,70,20,10,90,80,50,26,56.94,50,70,20,10,90,80
